New Name,Feature_Description,Date,MapInfo,Province,FeatureSubTypeID,Previous_Name,MagisterialDistrictID,ProvinceID,fklLanguageID,Disteral,Local Municipality,Sound,District Municipality,fklLocalMunic,Comments,Meaning,Language
Mxhelo,River (not specified),2005-02-25 00:00:00,14 km W,Eastern Cape,119.0,Mxelo,,1.0,1.0,DC12,"Raymond Mhlaba Local Municipality
",,Amathole,EC127,Mxelo,,
Mxhelo,Village,2005-02-25 00:00:00,14 km W,Eastern Cape,106.0,Mxelo,,1.0,1.0,DC13,Intsika Yethu,,"Chris Hani
",EC135,Mxelo,,
N’wamankena,Post Office,2001-04-09 00:00:00,24 km W of Giyani,Limpopo,73.0,,340.0,7.0,7.0,DC33,Greater Letaba,,Mopani,NP332,,,
N12 Highway Park,Town,2000-09-07 00:00:00,6 km E of Benoni,Gauteng,111.0,,276.0,3.0,2.0,,Ekurhuleni Metro,,"Ekurhuleni Metropolitan Municipality
",EKU,,,
Nancefield,Post Office,2000-03-14 00:00:00,26 km NW of Musina,Limpopo,73.0,,326.0,7.0,2.0,DC34,Musina,,Vhembe,NP341,,,
Nandoni,Dam,2002-05-01 00:00:00,14 km E of Thohoyandou,Limpopo,23.0,,354.0,7.0,9.0,DC34,Thulamela,,Vhembe,NP343,,,
Nature on Sea,Group of huts,2000-05-31 00:00:00,,Western Cape,104.0,,19.0,9.0,16.0,DC4,Mossel Bay,,"Garden Route
",WC043,,,
Ncerha,River (not specified),2005-02-25 00:00:00,14 km W,Eastern Cape,119.0,Ncera,,1.0,10.0,DC12,Nkonkobe,,Amathole,EC127,Ncera,,
Ncerha,Village,2005-02-25 00:00:00,35 km SW,Eastern Cape,106.0,,,1.0,10.0,DC12,Nkonkobe,,Amathole,EC127,,,
Ncorha,River (not specified),2004-07-16 00:00:00,+- 25 km NE of Cofimvaba Village,Eastern Cape,119.0,Ncora,,1.0,10.0,DC13,"Engcobo Local Municipality
",,"Chris Hani
",EC135,Ncora,,
Ncorha,Village,2006-07-27 00:00:00,+- 25 km NE of Cofimvaba Village Lat: Long: Dam,Eastern Cape,106.0,,111.0,1.0,10.0,DC13,"Engcobo Local Municipality
",,"Chris Hani
",EC135,,,
Ncorha,Hill,2006-07-27 00:00:00,+- 25 km NE of Cofimvaba Village Lat: Long: Dam,Eastern Cape,37.0,,111.0,1.0,10.0,DC13,"Engcobo Local Municipality
",,"Chris Hani
",EC135,,,
Ncorha,Dam,2006-07-27 00:00:00,+- 25 km NE of Cofimvaba Village Lat: Long: Dam,Eastern Cape,23.0,,111.0,1.0,10.0,DC13,"Engcobo Local Municipality
",,"Chris Hani
",EC135,,,
Nelly,Post Office,2001-08-14 00:00:00,8 km S of Galebelo RPA,Limpopo,73.0,,345.0,7.0,2.0,DC36,Mogalakwena,,Waterberg,NP367,,,
Nelson Mandela Metropolitan University,Post Office,2005-07-01 00:00:00,In Mt Fletcher,Eastern Cape,73.0,UPE Post Office,,1.0,10.0,,Nelson Mandela Metro,,"Nelson Mandela Bay
",NMA,UPE Post Office,,
Ngcobo,Town,2006-07-27 00:00:00,Lat: 31° 40' Long: 27° 59',Eastern Cape,111.0,,96.0,1.0,,DC13,Engcobo,,"Chris Hani
",EC137,,,
Nghalalume,Post Office,2001-10-29 00:00:00,14 km NW Giyani,Limpopo,73.0,,340.0,7.0,7.0,DC33,Greater Giyani,,Mopani,NP331,,,
Ngonini,Settlement,2009-09-18 00:00:00,,Mpumalanga,,Diepgezet,,,,,Chief Albert Luthuli,,Gert Sibande,,Change of Name,,
Ngqamakhwe,River (not specified),2004-05-28 00:00:00,,Eastern Cape,119.0,Nqamakwe,,1.0,10.0,DC12,Mnquma,,"Amathole
",EC122,Nqamakwe,,
Ngqamakhwe,Town,2006-07-27 00:00:00,,Eastern Cape,111.0,,108.0,1.0,10.0,DC12,Mnquma,,"Amathole
",EC122,,,
Ngqika,Railway,2006-07-27 00:00:00,±47 km S of Cathcart Settlement Lat: 32° 20' Long,Eastern Cape,78.0,,55.0,1.0,10.0,DC12,Amahlathi,,"Amathole
",EC124,,,
Ngqika,Town,2006-07-27 00:00:00,±47 km S of Cathcart Settlement Lat: 32° 20' Long,Eastern Cape,111.0,,55.0,1.0,10.0,DC12,Amahlathi,,"Amathole
",EC124,,,
Ngqushwa,River (not specified),2004-07-16 00:00:00,,Eastern Cape,119.0,Ngqushwa,,1.0,10.0,DC12,Ngqushwa,,"Amathole
",EC126,Ngqushwa,,
Ngqushwa,,2006-07-27 00:00:00,Lat: 33° 12'' Long: 27° 06',Eastern Cape,,,92.0,1.0,10.0,DC12,Ngqushwa,,"Amathole
",EC126,,,
Ngudza,Post Office,2001-10-29 00:00:00,10 km E of Sibasa,Limpopo,73.0,,354.0,7.0,9.0,DC34,Thulamela,,Vhembe,NP343,,,
Ngwabitsi,Post Office,2001-10-29 00:00:00,30 km SE of Tzaneen,Limpopo,73.0,,350.0,7.0,4.0,DC33,Greater Tzaneen,,Mopani,NP333,,,
Ngweding,Post Office,2001-08-14 00:00:00,58 km NW of Rustenburg,North West,73.0,,265.0,8.0,8.0,DC37,Moses Kotane,,Bojanala,NW375,,,
Nkaikela,Settlement,2001-08-14 00:00:00,9 km NE of Gopane,North West,105.0,,406.0,8.0,8.0,DC38,Ramotshere Moiloa,,"Ngaka Modiri Molema
",NW385,,,
Nkambako,Post Office,2001-08-14 00:00:00,147 km NE of Polokwane,Limpopo,73.0,,339.0,7.0,7.0,DC35,"Polokwane Local Municipality
",,Capricorn,NP352,,,
Nkhensani,Post Office,2001-08-14 00:00:00,36 km E of Louis Tritchadt,Limpopo,73.0,,329.0,7.0,7.0,DC34,Makhado,,Vhembe,NP344,,,
Nkidikitlana,Post Office,2000-03-14 00:00:00,12 km NW of Rebone,Limpopo,73.0,,345.0,7.0,4.0,DC36,Mogalakwena,,Waterberg,NP367,,,
Nkogolwe,Post Office,2001-08-14 00:00:00,107 km NW of Rustenburg,North West,73.0,,265.0,8.0,8.0,DC37,Moses Kotane,,Bojanala,NW375,,,
Nobhokhwe,Settlement,2006-07-27 00:00:00,Lat: 31° 54' Long: 27° 52',Eastern Cape,105.0,,111.0,1.0,10.0,DC13,Intsika Yethu,,"Chris Hani
",EC135,,,
Nokaneng,Town,2006-09-01 00:00:00,43 km W of Siyabuswa,Mpumalanga,111.0,,,5.0,8.0,DC31,Dr JS Moroka,,Nkangala,MP316,,,
Nothintsila,Post Office,2005-02-25 00:00:00,16 km SE,Eastern Cape,73.0,,,1.0,10.0,DC15,Nyandeni,,"O.R.Tambo
",EC155,,,
Nothintsila,Forest,2005-02-25 00:00:00,16 km SE,Eastern Cape,132.0,,,1.0,10.0,DC15,Nyandeni,,"O.R.Tambo
",EC155,,,
Nqabarha,Settlement,2006-07-27 00:00:00,Village Lat: 32° 20' Long: 28° 47' River Lat: 32,Eastern Cape,105.0,,116.0,1.0,10.0,DC12,Mbhashe,,Amathole,EC121,,,
Nsimbi,Settlement,2002-05-01 00:00:00,34 km NE of Thohoyandou,Limpopo,105.0,,335.0,7.0,7.0,DC34,"Collins Chabane Local Municipality
",,Vhembe,NP343,,,
Nsizwane,Settlement,2006-03-03 00:00:00,76 km S of Komartipoort,Mpumalanga,105.0,,,5.0,6.0,DC32,Nkomazi,,Ehlanzeni,MP324,,,
Ntabankulu,Forest,2005-02-25 00:00:00,,Eastern Cape,132.0,Tabankulu,,1.0,10.0,DC15,Ntabankulu,,"Alfred Nzo
",EC152,Tabankulu,,
Ntshingwayo,Dam,2001-04-08 00:00:00,24 km S of Newcastle,KwaZulu-Natal,23.0,,227.0,4.0,17.0,DC26,Abaqulusi,,Zululand,KZ263,,,
Ntsikelelo,Settlement,2006-07-27 00:00:00,±13 km E from Upington Lat: 28° 45' Long: 21° 22',Northern Cape,105.0,,136.0,6.0,10.0,DC8,!Kheis,,"Z F Mgcawu
",NC084,,,
Ntswana-le-Metsing,Post Office,2001-10-29 00:00:00,58 km NW of Rustenburg (Near Mogwase),North West,73.0,,265.0,8.0,8.0,DC37,Moses Kotane,,Bojanala,NW375,,,
Ntsweletsoku,Post Office,2000-09-22 00:00:00,17 km NW,North West,73.0,,,8.0,8.0,DC38,Ramotshere Moiloa,,"Ngaka Modiri Molema
",NW385,,,
Nwanedi,Dam,2002-05-01 00:00:00,46 km SE of Musina,Limpopo,23.0,,354.0,7.0,9.0,DC34,"Thulamela Local Municipality
",,Vhembe,NP342,,,
Nyorwe,Post Office,2001-10-29 00:00:00,11km NW of Rantebeng RPA,North West,73.0,,446.0,8.0,8.0,DC37,Moretele,,Bojanala,NW371,,,
Obakeng,Post Office,2001-04-09 00:00:00,89 km N of Madikwe,North West,73.0,,256.0,8.0,8.0,DC37,Moses Kotane,,Bojanala,NW375,,,
Odinburg,Post Office,2000-03-14 00:00:00,90 km NW of Pretoria,Gauteng,73.0,,416.0,3.0,1.0,TSH,Tshwane Metro,,Tshwane Metro,TSH,,test1,
oGodlwayo,Village,2006-06-30 00:00:00,2731AD,KwaZulu-Natal,106.0,Godlwayo,,4.0,11.0,DC26,UPhongolo,,Zululand,KZ262,Godlwayo,,
Ogwini,Post Office,2001-04-08 00:00:00,5 km W of Umzinto,KwaZulu-Natal,73.0,,374.0,4.0,11.0,DC21,Umdoni,,Ugu,KZ212,,,
Oorkantste Dam,Dam,2000-05-31 00:00:00,,Western Cape,23.0,,27.0,9.0,16.0,DC2,Witzenberg,,"Cape Winelands
",WC022,,,
Orlando Ekhaya,Town,2006-06-30 00:00:00,"10 km SW of the Johannesburg CBD and 500 m E of the Baragwanath Node, Soweto.",Gauteng,111.0,,,3.0,2.0,,Johannesburg Metro,,Johannesburg Metro,JHB,,The name derives from the name of the former leader of the African National Congress Oliver Reginald Tambo,
Ormonde Heights,Residential Township,2002-10-01 00:00:00,1 km from Soweto 8 km from middle Johannesburg,Gauteng,131.0,,273.0,3.0,2.0,,Johannesburg Metro,,Johannesburg Metro,JHB,,The name derives from the name of the former leader of the African National Congress Oliver Reginald Tambo,
Ormonde View,Town,2006-07-27 00:00:00,6 km from NE of middle Johannesburg,Gauteng,111.0,,273.0,3.0,2.0,,Johannesburg Metro,,Johannesburg Metro,JHB,,The name derives from the name of the former leader of the African National Congress Oliver Reginald Tambo,
Pearly Beach,Post Office,2001-08-14 00:00:00,21 km E of Gansbaai,Western Cape,73.0,,14.0,9.0,2.0,DC3,Overstrand,,"Overberg
",WC032,,,
Phadi,Post Office,2001-04-09 00:00:00,81 km NW of Rustenburg,North West,73.0,,265.0,8.0,8.0,DC37,Moses Kotane,,"Bojanala
",NW375,,,
Phalala,Post Office,2000-09-07 00:00:00,80 km E of Lephalale,Limpopo,73.0,,345.0,7.0,4.0,DC36,Lephalale,,"Capricorn
",NP362,,,
Phantsi kwentaba,Post Office,2001-04-09 00:00:00,20 km W of Umtata,Eastern Cape,73.0,,115.0,1.0,10.0,DC14,Elundini,,"Joe Gqabi
",EC141,,,
Phaweni,Settlement,2002-05-01 00:00:00,37 km E of Thohoyandou,Limpopo,105.0,,335.0,7.0,7.0,DC34,"Collins Chabane Local Municipality
",,Vhembe,NP343,,,
Phiva,Post Office,2000-03-14 00:00:00,40 km E of Malelane,Mpumalanga,73.0,,318.0,5.0,6.0,DC32,Nkomazi,,Ehlanzeni,MP324,,,
Phobane Lake,Dam,2001-10-29 00:00:00,25 km NW (Near Umlalazi),KwaZulu-Natal,23.0,,233.0,4.0,17.0,DC28,uMlalazi,,"King Cetshwayo
",KZ284,,,
Phuti,Post Office,2001-08-14 00:00:00,80 km N of Polokwane,Limpopo,73.0,,346.0,7.0,4.0,DC35,Molemole,,Capricorn,NP353,,,
Piriguhgas,Pan,2006-07-27 00:00:00,60 km North of Twee River rest camp,Northern Cape,67.0,,136.0,6.0,,DC8,Mier,,"Z F Mgcawu
",NC081,,,
Pirintsho,Town,2005-07-01 00:00:00,+- 38 km NE Mt Fletcher,Eastern Cape,111.0,Pirintsu,,1.0,5.0,DC14,Elundini,,"Joe Gqabi
",EC141,Pirintsu,,
Pitsong,Post Office,2001-04-08 00:00:00,30 km E of Taung,North West,73.0,,431.0,8.0,8.0,DC39,Greater Taung,,"Dr Ruth Segomotsi Mompati
",NW394,,,
Platklip,Post Office,2001-08-14 00:00:00,15 km W of Nebo,Limpopo,73.0,,348.0,7.0,1.0,DC35,Lepele-Nkumpi,,Capricorn,NP355,,,
Polokwane North,Post Office,2005-02-25 00:00:00,Situated within the CBD,Limpopo,73.0,,,,17.0,,Polokwane Local Municipality,,Capricorn,,,,
Posaito,Settlement,2002-05-01 00:00:00,63 km SE of Musina,Limpopo,105.0,,354.0,7.0,9.0,DC34,Makhado,,Vhembe,NP344,,,
Qholorha,River (not specified),2004-07-16 00:00:00,,Eastern Cape,119.0,Qolora,,1.0,10.0,DC12,"Great Kei Local Municipality
",,"Amathole
",EC122,Qolora,,
Qholorha,,2006-07-27 00:00:00,River Lat: 32° 47' Long: 27° 51',Eastern Cape,,,367.0,1.0,10.0,DC12,"Great Kei Local Municipality
",,"Amathole
",EC122,,,
Qholorha,Settlement,2006-07-27 00:00:00,Settlement Lat: 32° 33' Long: 28 17',Eastern Cape,105.0,,367.0,1.0,10.0,DC12,Mnquma,,"Amathole
",EC122,,,
Qhorha,River (not specified),2004-07-16 00:00:00,,Eastern Cape,119.0,Qora,,1.0,10.0,DC12,Mbhashe,,Amathole,EC121,Qora,,
Qhorha,,2006-07-27 00:00:00,Lat: 32° 26' Long:28° 40',Eastern Cape,,,116.0,1.0,10.0,DC12,Mbhashe,,Amathole,EC121,,,
Qhumanco,River (not specified),2005-02-25 00:00:00,33 km NE,Eastern Cape,119.0,Qumanco,,1.0,10.0,DC13,Engcobo,,"Chris Hani
",EC137,Qumanco,,
Qhumanco,Village,2005-02-25 00:00:00,33 km NE,Eastern Cape,106.0,,,1.0,10.0,DC13,Intsika Yethu,,"Chris Hani
",EC135,,,
Rabokala,Post Office,2000-03-14 00:00:00,25 km NE of Brits,North West,73.0,,267.0,8.0,8.0,DC37,Madibeng,,Bojanala,NW372,,,
Radikhudu,Settlement,2001-08-14 00:00:00,near Gopane,North West,105.0,,396.0,8.0,8.0,DC38,Ramotshere Moiloa,,"Ngaka Modiri Molema
",NW385,,,
Ramagopola,Post Office,2002-05-01 00:00:00,197 km N of Polokwane,Limpopo,73.0,,344.0,7.0,4.0,DC35,Polokwane,,Capricorn,NP354,,,
Ramatshaba,Post Office,2001-04-09 00:00:00,56 km NW of Rustenburg,North West,73.0,,265.0,8.0,8.0,DC37,Moses Kotane,,Bojanala,NW375,,,
Rametloana Ga Rametloana,Post Office,2002-05-01 00:00:00,47 km W of Polokwane,Limpopo,73.0,,346.0,7.0,4.0,DC35,"Polokwane Local Municipality
",,Capricorn,NP352,,,
Rammobola,Post Office,2001-08-14 00:00:00,56 km W of Polokwane,Limpopo,73.0,,346.0,7.0,4.0,DC35,Lepele-Nkumpi,,Capricorn,NP355,,,
Ramokgeletsane,Post Office,2001-04-09 00:00:00,80 km NW of Siyabuswa,Mpumalanga,73.0,,320.0,5.0,4.0,DC31,Dr JS Moroka,,Nkangala,MP316,,,
Ramongwana,Post Office,2001-10-29 00:00:00,23 km N of Polokwane,Limpopo,73.0,,346.0,7.0,4.0,DC35,Polokwane,,Capricorn,NP354,,,
Ramotse,Post Office,2000-03-14 00:00:00,6 km W of Hammanskraal,Gauteng,73.0,,446.0,3.0,8.0,,Tshwane Metro,,Tshwane Metro,TSH,,test1,
Ramotšhinyadi,Post Office,2000-09-07 00:00:00,62 km N of Tzaneen,Limpopo,73.0,,342.0,7.0,4.0,DC33,Greater Tzaneen,,"Mopani
",NP333,,,
Rampepe,Post Office,2001-08-14 00:00:00,45 km E of Duiwelskloof,Limpopo,73.0,,340.0,7.0,4.0,DC33,Greater Letaba,,"Mopani
",NP332,,,
Ratsagae,Township,2001-04-08 00:00:00,19 km S of Moedwil,North West,130.0,,393.0,8.0,8.0,DC37,Kgetlengrivier,,Bojanala,NW374,,,
Reagile,Village Settlement,2001-08-14 00:00:00,18 km E of Gopane,North West,127.0,,406.0,8.0,8.0,DC38,Ramotshere Moiloa,,"Ngaka Modiri Molema
",NW385,,,
RedutSe,Village,2009-09-18 00:00:00,,Mpumalanga,,Toitskraal,,,,,Dr J S Moroka,,Nkangala,,Change of Name,,
Refentse,Post Office,2000-03-14 00:00:00,12 km W of Hammanskraal,Gauteng,73.0,,446.0,3.0,8.0,,Tshwane Metro,,Tshwane Metro,TSH,,test1,
Refitlhile,Post Office,2001-08-14 00:00:00,71 km NW of Rustenburg,North West,73.0,,265.0,8.0,8.0,DC37,Moses Kotane,,Bojanala,NW375,,,
Rheinland,Post Office,2006-07-27 00:00:00,73 km NW of Polokwane,Limpopo,73.0,,344.0,7.0,14.0,DC35,"Molemole Local Municipality
",,Capricorn,NP352,,,
Riverside Township,Town,2005-07-01 00:00:00,2 km from North of Lanseria Airport,Gauteng,111.0,,,3.0,2.0,DC48,"Mogale City Local Municipality
",,"West Rand
",GTDMA48,,,
Roodeplaat,Post Office,2001-10-29 00:00:00,12 km N of East Lynne (Partof Pretoria),Gauteng,73.0,,272.0,3.0,1.0,DC46,"City of Tshwane Metropolitan Municipality
",,"City of Tshwane Metropolitan Municipality
",GT02b1,,,
Rooiboklaagte,Post Office,2000-03-14 00:00:00,8 km E of Acornhoek,Mpumalanga,73.0,,315.0,5.0,1.0,DC32,Bushbuckridge,,Ehlanzeni,MP325,,,
Rosedale,Post Office,2004-10-01 00:00:00,6 km NW,Eastern Cape,73.0,Gambleville,,1.0,2.0,,Nelson Mandela Metro,,"Nelson Mandela Bay Metropolitan Municipality
",NMA,Gambleville,,
Sambandou,Area,2002-05-01 00:00:00,34 km NE of Thohoyandou,Limpopo,7.0,,354.0,7.0,9.0,DC34,Thulamela,,Vhembe,NP343,,,
Sanaha,Post Office,2001-08-14 00:00:00,97 km W Louis Ttrichart,Limpopo,73.0,,344.0,7.0,4.0,DC35,Blouberg,,Capricorn,NP351,,,
Sanari,Settlement,2002-05-01 00:00:00,84 km SE of Musina,Limpopo,105.0,,354.0,7.0,9.0,DC34,"Musina Local Municipality
",,Vhembe,NP342,,,
Saselamani,Settlement,2002-05-01 00:00:00,42 km NE of Thohoyandou,Limpopo,105.0,,335.0,7.0,7.0,DC34,"Collins Chabane Local Municipality
",,Vhembe,NP343,,,
Saul Mkhizeville,Village,2009-09-18 00:00:00,,Mpumalanga,,,,,,,Mkhondo,,Gert Sibande,,Registration of Name,,
Scroda,Dam,2002-05-01 00:00:00,66 km NW of Musina,Limpopo,23.0,,326.0,7.0,16.0,DC34,Musina,,Vhembe,NP341,,,
Seabe,Settlement,2003-05-15 00:00:00,37 km NWW of Siyabuswa (Formerly De Putten),Mpumalanga,105.0,De Putten,324.0,5.0,8.0,DC31,Dr JS Moroka,,Nkangala,MP316,De Putten,,
Sefogane,River (not specified),2003-05-15 00:00:00,19 km N of Graskop (Formerly Treur River),Limpopo,119.0,Treur River,315.0,7.0,4.0,DC36,Mookgopong,,"Waterberg
",NP364,Treur River,,
Segakwaneng,Post Office,2000-03-14 00:00:00,60 km NW of Rustenburg,North West,73.0,,259.0,8.0,8.0,DC37,Moses Kotane,,Bojanala,NW375,,,
Sehibidwe,Post Office,2001-04-09 00:00:00,10 km S of Madikwe,North West,73.0,,256.0,8.0,8.0,DC37,Moses Kotane,,Bojanala,NW375,,,
Sehujwane Dam,Dam,2001-08-14 00:00:00,14 km E of Gopane,North West,23.0,,406.0,8.0,17.0,DC38,Ramotshere Moiloa,,"Ngaka Modiri Molema
",NW385,,,
Sekakene,Post Office,2001-08-14 00:00:00,65 km N of Polokwane,Limpopo,73.0,,343.0,7.0,4.0,DC33,Greater Tzaneen,,Mopani,NP333,,,
Sekampaneng,Post Office,2000-03-14 00:00:00,5km W of Hammanskraal,Gauteng,73.0,,446.0,3.0,8.0,,Tshwane Metro,,Tshwane Metro,TSH,,test1,
Sekgweng,Post Office,2001-08-14 00:00:00,45 km E of  Polokwane,Limpopo,73.0,,328.0,7.0,7.0,DC33,Greater Tzaneen,,Mopani,NP333,,,
Sekororo,Post Office,2002-05-01 00:00:00,57 km SE of Tzaneen,Limpopo,73.0,,350.0,7.0,4.0,DC33,Maruleng,,"Mopani
",NP335,,,
Selepe,Post Office,2001-08-14 00:00:00,11km SW of Bedwang RPA,Gauteng,73.0,,446.0,3.0,8.0,DC46,"City of Tshwane Metropolitan Municipality
",,"City of Tshwane Metropolitan Municipality
",GT02b1,,,
Semoriši,Post Office,2001-08-14 00:00:00,75 km W of Polokwane,Limpopo,73.0,,346.0,7.0,4.0,DC35,"Polokwane Local Municipality
",,Capricorn,NP352,,,
Sendedza,Settlement,2002-05-01 00:00:00,62 km SE of Musina,Limpopo,105.0,,354.0,7.0,9.0,DC34,Makhado,,Vhembe,NP344,,,
Sengatane,Post Office,2000-03-14 00:00:00,25 km W of Polokwane,Limpopo,73.0,,346.0,7.0,4.0,DC35,Polokwane,,Capricorn,NP354,,,
Senoko,Post Office,2001-08-14 00:00:00,33 km W of Polokwane,Limpopo,73.0,,346.0,7.0,4.0,,Makhuduthamaga,,"Sekhukhune
",NP03a2,,,
Senwabarwana,Town,2006-07-27 00:00:00,80 km NW of Polokwane,Limpopo,111.0,,344.0,7.0,4.0,DC34,Makhado,,Vhembe,NP344,,,
Seoding,Post Office,2001-08-14 00:00:00,15 km W of  Mothibistad,Limpopo,73.0,,252.0,7.0,8.0,DC36,Lephalale,,Waterberg,NP362,,,
Seolwanetutjane,Post Office,2000-09-07 00:00:00,36 km W of Polokwane,Limpopo,73.0,,346.0,7.0,4.0,DC35,"Polokwane Local Municipality
",,Capricorn,NP352,,,
Sephai,Post Office,2000-09-07 00:00:00,67 km NW of Brits,North West,73.0,,416.0,8.0,8.0,DC37,Madibeng,,Bojanala,NW372,,,
Setotoloane,Post Office,2001-10-29 00:00:00,21 km NW of Polokwane,Limpopo,73.0,,346.0,7.0,4.0,DC35,Polokwane,,Capricorn,NP354,,,
Shakung,Post Office,2000-09-07 00:00:00,40 km N of Pretoria,North West,73.0,,416.0,8.0,8.0,DC37,Madibeng,,Bojanala,NW372,,,
Shanzhe,Settlement,2002-05-01 00:00:00,34 km NE of Thohoyandou,Limpopo,105.0,,354.0,7.0,9.0,DC34,"Collins Chabane Local Municipality
",,"Vhembe
",NP343,,,
Shotoni,Village,2006-06-30 00:00:00,10 km E of Bolobedu magistrate’s office,Limpopo,106.0,Shotong,,7.0,16.0,DC33,Greater Tzaneen,,Mopani,NP333,Shotong,,
Sigonde,Settlement,2002-05-01 00:00:00,68 km SE of Musina,Limpopo,105.0,,354.0,7.0,9.0,DC34,"Musina Local Municipality
",,Vhembe,NP342,,,
Siloam,Settlement,2002-05-01 00:00:00,63 km SE of Musina,Limpopo,105.0,,354.0,7.0,14.0,DC34,Makhado,,Vhembe,NP344,,,
Sincobile,Settlement,2004-05-28 00:00:00,,Mpumalanga,105.0,,,5.0,,DC32,"City of Mbombela Local Municipality
",,"Ehlanzeni
",MP323,,,
Siphiwo Mazwayi,Post Office,2001-04-09 00:00:00,4 km NE of Grahamstown City,Eastern Cape,73.0,,64.0,1.0,10.0,DC10,Makana,,"Sarah Baartman
",EC104,,,
Slagboom,Post Office,2001-08-14 00:00:00,19 km SW of Rantebeng RPA,North West,73.0,,446.0,8.0,1.0,DC37,Moretele,,Bojanala,NW371,,,
Somaroboro,Village,2009-09-18 00:00:00,,Mpumalanga,,"Tweefontein E, F,G,H,&J",,,,,Thembisile,,Nkangala,,Registration of Name,,
Somphalali,Settlement,2005-02-25 00:00:00,,Mpumalanga,105.0,,,5.0,3.0,DC31,Thembisile,,"Nkangala
",MP315,,,
Songeni,Post Office,2000-03-14 00:00:00,8 km S of Thulamahashe,Mpumalanga,73.0,,338.0,5.0,7.0,DC32,Bushbuckridge,,"Ehlanzeni
",MP325,,,
Steve Vukile Tshwethe,Police Station,2005-02-25 00:00:00,25 km NE Bhisho,Eastern Cape,72.0,,,,10.0,,Amahlathi Local Municipality,821958.0,Amathole,,,,
Strydomsdrift,Town,2001-05-31 00:00:00,,Limpopo,111.0,,345.0,7.0,16.0,DC36,Lephalale,,Waterberg,NP362,,,
Summerfields,Town,2005-07-01 00:00:00,Adjacent to Crystal Park,Gauteng,111.0,Crystal Park Ext 17,,3.0,2.0,,Ekurhuleni Metro,,"Ekurhuleni Metropolitan Municipality
",EKU,Crystal Park Ext 17,,
Sutelong,Post Office,2006-09-15 00:00:00,7 km NW of Rantenbeng RPA,North West,73.0,,,8.0,8.0,DC37,Moretele,,"Bojanala
",NW371,,,
Suurman,Post Office,2006-09-15 00:00:00,8 km NW of Moretele,Gauteng,73.0,,,3.0,1.0,,Tshwane Metro,,Tshwane Metro,TSH,,test1,
Thabana,Village,2006-03-03 00:00:00,10 km SW of Mdutjana,Limpopo,106.0,Vrieskraal,,7.0,4.0,,Greater Groblersdal,,Sekhukhune,NP03a5,Vrieskraal,,
Thabatha,River (not specified),2005-02-25 00:00:00,13 km W Queenstown,Limpopo,119.0,Tabata,,7.0,10.0,,Greater Groblersdal,,Sekhukhune,NP03a5,Tabata,,
Thamagane,Post Office,2001-08-14 00:00:00,67 km S of Polokwane,Limpopo,73.0,,347.0,7.0,4.0,,"Ephraim Mogale Local Municipality
",,"Sekhukhune
",NP03a4,,,
Thanga,River (not specified),2004-07-16 00:00:00,15 km W of Butterworth Village,Eastern Cape,119.0,Tanga,,1.0,10.0,DC12,Great Kei,,Amathole,EC123,Tanga,,
Thanga,Village,2006-07-27 00:00:00,15 km W of Butterworth Village Lat: 32° 34' Long:,Eastern Cape,106.0,,94.0,1.0,10.0,DC12,Great Kei,,Amathole,EC123,,,
Thanga,Railway,2006-07-27 00:00:00,15 km W of Butterworth Village Lat: 32° 34' Long:,Eastern Cape,78.0,,94.0,1.0,10.0,DC12,Great Kei,,Amathole,EC123,,,
Thapelo,Post Office,2000-03-14 00:00:00,17 km NW of Schweizer-Reneke,North West,73.0,,259.0,8.0,8.0,DC39,Mamusa,,"Dr Ruth Segomotsi Mompati
",NW393,,,
The Oaks-Berg Dam,Dam,2000-05-31 00:00:00,,Western Cape,23.0,,15.0,9.0,16.0,DC3,Theewaterskloof,,"Overberg
",WC031,,,
The Village,Post Office,2001-04-09 00:00:00,3 km S of Nelspruit Centre,Mpumalanga,73.0,,314.0,5.0,2.0,DC32,Mbombela,,Ehlanzeni,MP322,,,
Theewaterskloof Conservation Area,Nature Reserve,2001-05-31 00:00:00,,Western Cape,62.0,,15.0,9.0,16.0,DC3,Theewaterskloof,,"Overberg 
",WC031,,,
Theewaterskloof Nature Reserve,Nature Reserve,2001-05-31 00:00:00,,Western Cape,62.0,,15.0,9.0,16.0,DC3,Theewaterskloof,,"Overberg 
",WC031,,,
Thina,River (not specified),2004-07-16 00:00:00,,Eastern Cape,119.0,Tina,,1.0,10.0,DC15,Ntabankulu,,"Alfred Nzo
",EC152,Tina,,
Thina,,2006-07-27 00:00:00,Lat: 31° 17' Long: 29° 13',Eastern Cape,,,110.0,1.0,10.0,DC15,Ntabankulu,,"Alfred Nzo
",EC152,,,
Thokwano,River (not specified),2005-07-01 00:00:00,+- 23 km NE Mt Fletcher,Eastern Cape,119.0,Tshokwana,,1.0,5.0,DC14,Elundini,,"Joe Gqabi
",EC141,Tshokwana,,
Thokwano,Settlement,2005-07-01 00:00:00,+- 23 km NE Mt Fletcher,Eastern Cape,105.0,Tshokwana,,1.0,5.0,DC14,Elundini,,"Joe Gqabi
",EC141,Tshokwana,,
Thombo,Post Office,2005-02-25 00:00:00,,Eastern Cape,73.0,Tombo,,1.0,10.0,DC15,Port St Johns,,"O.R.Tambo
",EC154,Tombo,,
